               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.017988,           0.0026892,                   0,             0.99367,             0.99925,             0.99416,             0.75663,            0.015852,           0.0028085,                   0,            0.006931,            0.006931,            0.006931
                 157,            0.018044,           0.0026606,                   0,             0.99376,             0.99925,             0.99412,             0.75704,            0.015861,            0.002806,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,            0.017811,           0.0026226,                   0,             0.99385,             0.99925,             0.99413,             0.75743,            0.015846,           0.0028011,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,             0.01801,           0.0026435,                   0,             0.99395,             0.99925,             0.99413,             0.75888,            0.015835,            0.002797,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,            0.018212,           0.0026704,                   0,             0.99402,             0.99916,             0.99418,             0.75873,            0.015848,           0.0027966,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,            0.018323,           0.0026698,                   0,             0.99402,             0.99909,              0.9942,             0.75878,            0.015861,           0.0027976,                   0,            0.006832,            0.006832,            0.006832
                 162,            0.018245,           0.0027309,                   0,             0.99402,             0.99915,             0.99419,             0.75907,            0.015853,           0.0027931,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,            0.018396,           0.0026745,                   0,             0.99402,             0.99909,             0.99418,              0.7597,            0.015845,           0.0027927,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,            0.018377,           0.0026792,                   0,             0.99402,             0.99912,             0.99421,             0.75915,            0.015853,           0.0027918,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,            0.017947,           0.0026185,                   0,             0.99402,             0.99911,             0.99422,             0.75967,            0.015858,            0.002792,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,             0.01798,           0.0026495,                   0,             0.99402,              0.9991,             0.99423,             0.75897,            0.015863,           0.0027919,                   0,            0.006733,            0.006733,            0.006733
                 167,            0.017991,           0.0026196,                   0,             0.99394,              0.9985,             0.99425,              0.7599,            0.015854,            0.002793,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,            0.017952,           0.0026785,                   0,               0.994,              0.9985,             0.99426,             0.75973,            0.015859,           0.0027935,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.017979,           0.0026775,                   0,             0.99402,             0.99848,             0.99426,              0.7592,            0.015855,           0.0027938,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.017952,           0.0026238,                   0,             0.99402,             0.99843,             0.99425,             0.75902,            0.015863,           0.0027946,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.017761,           0.0026681,                   0,             0.99402,             0.99842,             0.99423,             0.75833,            0.015861,           0.0027945,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.018028,           0.0025993,                   0,             0.99402,             0.99841,             0.99421,             0.75851,            0.015861,           0.0027939,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.017939,           0.0026111,                   0,             0.99402,             0.99838,             0.99422,             0.75873,            0.015853,           0.0027938,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.017648,           0.0026657,                   0,             0.99476,             0.99773,             0.99423,             0.75837,            0.015841,           0.0027943,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.017651,           0.0026661,                   0,             0.99466,             0.99775,             0.99423,             0.75779,            0.015827,           0.0027938,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.017878,            0.002634,                   0,             0.99463,             0.99775,             0.99422,             0.75892,            0.015814,           0.0027936,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.017633,           0.0026382,                   0,             0.99475,             0.99733,             0.99424,             0.75936,            0.015806,           0.0027925,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,             0.01771,           0.0026283,                   0,             0.99495,             0.99775,             0.99421,             0.75944,            0.015814,           0.0027925,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.017776,           0.0026472,                   0,             0.99523,             0.99775,             0.99424,             0.75892,            0.015807,           0.0027926,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.017832,           0.0026527,                   0,             0.99476,             0.99838,             0.99423,              0.7593,            0.015805,           0.0027917,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.017805,           0.0026252,                   0,             0.99476,              0.9984,             0.99422,             0.75959,            0.015808,            0.002791,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.017657,           0.0025955,                   0,             0.99476,             0.99841,             0.99423,             0.75937,            0.015805,           0.0027905,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,             0.01773,           0.0026158,                   0,             0.99476,             0.99842,             0.99421,             0.75972,            0.015807,             0.00279,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,             0.01781,           0.0026103,                   0,             0.99476,             0.99846,             0.99423,             0.75885,            0.015798,           0.0027893,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.017462,           0.0026242,                   0,             0.99476,             0.99849,             0.99424,              0.7584,            0.015796,           0.0027886,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.017657,           0.0026209,                   0,             0.99473,              0.9985,             0.99421,             0.75828,            0.015795,           0.0027883,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.017515,           0.0026193,                   0,             0.99472,              0.9985,             0.99418,             0.75863,            0.015783,           0.0027875,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.017511,           0.0026103,                   0,             0.99471,              0.9985,             0.99419,             0.75897,            0.015791,           0.0027873,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.017682,             0.00259,                   0,              0.9947,              0.9985,             0.99419,             0.75904,            0.015796,           0.0027872,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.017488,           0.0026494,                   0,             0.99468,              0.9985,             0.99418,             0.75907,            0.015806,            0.002787,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,            0.017603,           0.0026362,                   0,             0.99464,              0.9985,             0.99417,              0.7592,            0.015807,           0.0027859,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.018005,           0.0025966,                   0,             0.99461,              0.9985,             0.99416,             0.75867,            0.015811,           0.0027854,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.017559,           0.0026255,                   0,             0.99462,              0.9985,             0.99415,             0.75888,            0.015809,           0.0027846,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.017548,           0.0026432,                   0,             0.99463,              0.9985,             0.99414,              0.7589,            0.015803,           0.0027838,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.017652,           0.0026234,                   0,             0.99461,              0.9985,             0.99414,              0.7587,            0.015801,           0.0027834,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,             0.01759,           0.0026219,                   0,             0.99461,              0.9985,             0.99415,             0.75792,              0.0158,           0.0027831,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.017535,            0.002626,                   0,              0.9946,              0.9985,             0.99416,             0.75834,            0.015796,           0.0027828,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.017341,           0.0026229,                   0,             0.99457,              0.9985,             0.99417,               0.758,            0.015789,           0.0027818,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.017503,           0.0025788,                   0,             0.99458,              0.9985,             0.99416,             0.75849,            0.015789,           0.0027805,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.017562,           0.0025851,                   0,             0.99457,              0.9985,             0.99416,             0.75796,            0.015784,             0.00278,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.017678,           0.0026005,                   0,             0.99457,              0.9985,             0.99414,             0.75865,            0.015777,           0.0027798,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.017537,           0.0025861,                   0,             0.99456,              0.9985,             0.99417,             0.75838,            0.015772,           0.0027796,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.017295,            0.002623,                   0,             0.99456,              0.9985,             0.99413,             0.75878,            0.015771,           0.0027791,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.017445,           0.0026605,                   0,             0.99456,              0.9985,             0.99414,             0.75787,            0.015762,           0.0027784,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.017388,           0.0026015,                   0,             0.99455,              0.9985,             0.99414,             0.75775,            0.015756,           0.0027775,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.017225,           0.0025882,                   0,             0.99459,              0.9985,             0.99414,             0.75849,            0.015749,           0.0027767,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.017821,           0.0025984,                   0,             0.99457,              0.9985,             0.99416,             0.75881,            0.015745,           0.0027766,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.017468,           0.0026056,                   0,             0.99454,              0.9985,             0.99416,             0.75865,            0.015744,           0.0027765,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.017772,           0.0026008,                   0,             0.99449,              0.9985,             0.99416,             0.75882,            0.015748,           0.0027772,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.017493,           0.0026312,                   0,             0.99448,              0.9985,             0.99415,             0.75853,            0.015745,           0.0027774,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.017302,           0.0025697,                   0,             0.99447,              0.9985,             0.99416,             0.75886,            0.015748,           0.0027773,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.017634,           0.0026679,                   0,             0.99447,              0.9985,             0.99415,             0.75877,            0.015743,           0.0027768,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.017247,           0.0025744,                   0,             0.99446,              0.9985,             0.99415,             0.75964,             0.01574,           0.0027768,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.017447,           0.0025969,                   0,             0.99448,              0.9985,             0.99415,             0.75931,            0.015739,           0.0027766,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.017497,           0.0026094,                   0,             0.99455,              0.9985,             0.99415,             0.75925,            0.015738,           0.0027769,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,             0.01736,            0.002609,                   0,             0.99456,              0.9985,             0.99413,             0.75892,            0.015741,           0.0027764,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.017199,            0.002603,                   0,             0.99457,              0.9985,             0.99415,             0.75868,            0.015741,           0.0027759,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.017211,           0.0025928,                   0,             0.99459,              0.9985,             0.99415,             0.75921,            0.015742,           0.0027759,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.017302,           0.0026175,                   0,             0.99458,              0.9985,             0.99415,             0.75898,            0.015742,           0.0027754,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.017262,           0.0026058,                   0,              0.9946,              0.9985,             0.99414,             0.75916,            0.015743,           0.0027751,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.017237,           0.0025687,                   0,             0.99461,              0.9985,             0.99413,             0.75922,            0.015745,           0.0027752,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.017204,           0.0026044,                   0,             0.99465,              0.9985,             0.99411,             0.75905,            0.015748,           0.0027754,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.017101,           0.0025766,                   0,             0.99468,              0.9985,             0.99412,             0.75905,            0.015746,           0.0027752,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.017179,            0.002592,                   0,             0.99474,              0.9985,             0.99412,             0.75883,            0.015745,           0.0027748,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.017466,           0.0026169,                   0,             0.99476,             0.99849,             0.99412,             0.75889,            0.015744,           0.0027747,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.017475,           0.0025558,                   0,             0.99476,             0.99845,              0.9941,             0.75881,            0.015739,           0.0027745,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.017374,             0.00259,                   0,             0.99402,             0.99898,              0.9941,             0.75919,            0.015738,           0.0027745,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.017052,           0.0025523,                   0,             0.99476,             0.99837,             0.99412,             0.75856,            0.015736,           0.0027745,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.017187,           0.0025538,                   0,             0.99476,             0.99837,             0.99409,             0.75853,            0.015736,           0.0027744,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.016964,           0.0025833,                   0,             0.99476,             0.99834,              0.9941,             0.75859,            0.015736,           0.0027745,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.016833,           0.0026032,                   0,             0.99476,             0.99835,             0.99409,             0.75898,            0.015741,           0.0027746,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.016925,           0.0025354,                   0,             0.99476,             0.99833,             0.99409,             0.75877,            0.015736,           0.0027739,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,             0.01715,           0.0025941,                   0,             0.99476,             0.99832,              0.9941,             0.75887,            0.015738,           0.0027737,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.017422,           0.0025458,                   0,             0.99402,             0.99899,             0.99409,             0.75859,            0.015738,           0.0027735,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.017318,           0.0025747,                   0,             0.99402,             0.99901,             0.99409,              0.7586,            0.015737,           0.0027733,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.017364,           0.0025835,                   0,             0.99402,             0.99902,              0.9941,             0.75884,            0.015734,           0.0027728,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.017228,           0.0025451,                   0,             0.99402,             0.99903,             0.99409,             0.75855,             0.01574,           0.0027726,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.017153,           0.0025996,                   0,             0.99402,             0.99903,             0.99406,             0.75839,             0.01574,           0.0027726,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,            0.017155,            0.002546,                   0,             0.99402,             0.99903,             0.99406,             0.75828,            0.015738,           0.0027721,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.017086,           0.0025374,                   0,             0.99402,             0.99905,              0.9941,             0.75844,            0.015739,            0.002772,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.016992,           0.0026026,                   0,             0.99402,             0.99906,             0.99407,             0.75842,            0.015742,           0.0027719,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.016756,           0.0025182,                   0,             0.99402,             0.99906,             0.99408,             0.75863,            0.015741,           0.0027717,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,             0.01702,           0.0025602,                   0,             0.99402,             0.99907,             0.99409,             0.75853,            0.015742,           0.0027714,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.016796,           0.0025614,                   0,             0.99402,             0.99906,             0.99407,             0.75878,            0.015741,           0.0027712,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.017288,           0.0025904,                   0,             0.99402,             0.99906,             0.99408,             0.75907,             0.01574,           0.0027714,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.017228,           0.0025644,                   0,             0.99402,             0.99906,             0.99408,             0.75914,            0.015739,           0.0027712,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.017059,            0.002585,                   0,             0.99402,             0.99905,             0.99409,             0.75949,            0.015737,           0.0027711,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,            0.017152,           0.0025356,                   0,             0.99402,             0.99906,             0.99409,             0.75962,             0.01574,           0.0027712,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,            0.017092,           0.0026275,                   0,             0.99402,             0.99905,             0.99408,             0.75965,            0.015737,           0.0027712,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,            0.017124,           0.0025615,                   0,             0.99402,             0.99905,             0.99409,             0.75914,            0.015736,            0.002771,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.016753,           0.0024991,                   0,             0.99402,             0.99906,             0.99409,             0.75954,            0.015734,           0.0027709,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.016972,           0.0025766,                   0,             0.99402,             0.99906,             0.99408,             0.75865,            0.015734,           0.0027707,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.017168,           0.0025458,                   0,             0.99402,             0.99906,             0.99408,             0.75939,            0.015732,           0.0027709,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.016894,           0.0025365,                   0,             0.99402,             0.99906,             0.99409,             0.75851,            0.015734,           0.0027707,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,            0.016831,           0.0025326,                   0,             0.99402,             0.99906,             0.99409,             0.75909,            0.015732,            0.002771,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.017275,           0.0026364,                   0,             0.99402,             0.99907,             0.99409,              0.7585,            0.015734,           0.0027709,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.016855,           0.0025816,                   0,             0.99402,             0.99907,              0.9941,             0.75923,            0.015734,           0.0027711,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,            0.017127,           0.0025136,                   0,             0.99402,             0.99906,              0.9941,             0.75906,            0.015736,            0.002771,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,            0.016752,           0.0025284,                   0,             0.99476,             0.99819,             0.99409,             0.75821,            0.015736,            0.002771,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.016828,           0.0025047,                   0,             0.99476,             0.99818,             0.99409,             0.75833,            0.015739,            0.002771,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,            0.016789,           0.0025553,                   0,             0.99476,             0.99818,              0.9941,             0.75821,            0.015736,           0.0027711,                   0,            0.004852,            0.004852,            0.004852
                 262,             0.01684,           0.0025186,                   0,             0.99402,             0.99907,              0.9941,             0.75836,            0.015739,           0.0027708,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,            0.016553,           0.0025205,                   0,             0.99385,              0.9985,              0.9941,              0.7585,            0.015742,            0.002771,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.016462,           0.0025508,                   0,             0.99385,              0.9985,              0.9941,             0.75827,            0.015744,           0.0027712,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.016539,           0.0025757,                   0,             0.99402,             0.99908,             0.99412,             0.75818,            0.015748,           0.0027709,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.017028,           0.0025573,                   0,             0.99387,              0.9985,             0.99409,             0.75816,             0.01575,           0.0027711,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.016889,           0.0025794,                   0,             0.99402,             0.99908,             0.99409,             0.75864,            0.015752,           0.0027708,                   0,           0.0047332,           0.0047332,           0.0047332
